"name";"intcode";"barcode";"price";"dept";"tag";"unit"
"Материнская плата Socket775 GIGABYTE ""GA-G41MT-S2P"" (iG41, 2xDDR3, SATA II, PCI-E, D-Sub, SB, 1Гбит";"881";"0000000000000";"1750";"2";"1";"шт"
"Процессор Intel ""Pentium Dual-Core E5800"" (3.20ГГц, 2МБ, 800МГц, EM64T) Socket775";"882";"0000000000000";"2535";"2";"1";"шт"
"Системный блок Инфоникс Office PG1155/630(G630/4G/500GHDD/61HiM/W7HB)";"883";"0000000000000";"12420";"2";"1";"шт"
"Источник бесперебойного питания 600ВА Ippon ""Back Office 600"", черный";"884";"0000000000000";"3614";"2";"1";"шт"
"Процессор Intel ""Celeron D 347"" (3.06ГГц, 512КБ, 533МГц, EM64T) Socket775";"885";"0000000000000";"1050";"2";"1";"шт"
"Материнская плата Socket775 MSI ""G41M-P26"" (iG41, 2xDDR3, U100, SATA II, PCI-E, D-Sub, SB, LAN, USB2.0, mATX)";"886";"0000000000000";"1790";"2";"1";"шт"
"Ноутбук Lenovo Idea Pad G570A (59314136) i5-2430/4G/500G/DVD-SMulti/15.6""HD/ATI 6370 1G/WiFi/BT/cam/Dos";"887";"0000000000000";"24880";"2";"1";"шт"
"Папка для хранения документов(файлы)";"888";"0000000000000";"1,5";"1";"1";"шт"
"Жесткий диск  160ГБ Seagate ""Barracuda 7200.7 ST3160827AS"" 7200об./мин., 8МБ (SATA)";"889";"0000000000000";"2660";"2";"1";"шт"
"Тонер для HP LJ 1005/1006/1505/1120/1522 (фл. 100г) AQC	2";"890";"0000000000000";"80";"2";"1";"шт"
"Тонер для HP LJ 1010/1012/1015/1018/1020 (110г) AQC";"891";"0000000000000";"62";"2";"1";"шт"
"ЖК-монитор 19.0"" Samsung ""SyncMaster E1920NR"" LS19CLASS 1280x1024, 5мс, TCO5.0, серебр.-черный (D-Su";"892";"0000000000000";"6059";"2";"1";"шт"
"Бумага для фото-печати Lomond 0102088 (10x15см, 180г/кв.м, 50л., матовая)";"893";"0000000000000";"60";"2";"1";"шт"
"ЖК-монитор 20.0"" ViewSonic ""VA2014w"" 1600x900, 5мс, черный (D-Sub)	1";"894";"0000000000000";"5420";"2";"1";"шт"
"Продление домена и хостинга сайта fatezhgor.ru 12мес.";"895";"0000000000000";"1000";"1";"1";"шт"
"Обслуживание ПО (Autodesk AutoCAD)";"896";"0000000000000";"600";"1";"1";"час"
"Жесткий диск 160ГБ 2.5"" Western Digital ""Scorpio Blue WD1600BEVT"", 5400об/мин., 8МБ (SATA II)";"897";"0000000000000";"1980";"2";"1";"шт"
"Корпус Miditower Codegen ""6245-A11"", ATX, черно-серебр. (450Вт)";"898";"0000000000000";"1360";"2";"1";"шт"
"Жесткий диск HDD Seagate 20GB БУ";"899";"0000000000000";"500";"1";"1";"шт"
"Многофункциональное устройство Canon ""i-SENSYS MF3010"" A4, лазерный, принтер + сканер + копир, черный (USB2.0)";"900";"0000000000000";"11290";"2";"1";"шт"
" Картридж HP ""16A"" Q7516A (черный) для LJ5200";"901";"0000000000000";"6500";"2";"1";"шт"
"Манипулятор ""мышь"" Logitech ""B110"" 910-001246 оптич., 2кн.+скр., черный (USB)";"903";"0000000000000";"270";"2";"1";"шт"
"Модуль памяти 512МБ DDR SDRAM (PC3200, 400МГц)БУ";"904";"0000000000000";"250";"1";"1";"шт"
"Бумага для фото-печати Lomond 0102063 (10x15см, 180г/кв.м, 50л., матовая)";"905";"0000000000000";"55";"2";"1";"шт"
"Бумага для фото-печати Lomond 1104202 (10x15см, 280г/кв.м, 20л., матовая сатин)";"906";"0000000000000";"120";"2";"1";"шт"
"Гарнитура Cosonic ""CD-711MV"", с микрофоном, с регулятором громкости	";"907";"0000000000000";"380";"2";"1";"шт"
"Гарнитура Cosonic ""CD-730MV"", с регулятором громкости";"908";"0000000000000";"460";"2";"1";"шт"
"Гарнитура Cosonic ""CD-970MV"", с регулятором громкости";"909";"0000000000000";"250";"2";"1";"шт"
"Манипулятор ""мышь"" A4Tech ""G9-558FX-1"" оптич., беспров., 4кн.+скр., черно-серебр. (USB)";"910";"0000000000000";"530";"2";"1";"шт"
"Манипулятор ""мышь"" A4Tech ""G9-730FX-2"" оптич., беспров., 4кн.+скр., черно-серый (USB)	";"911";"0000000000000";"520";"2";"1";"шт"
"Манипулятор ""мышь"" A4Tech ""V-Track G9-370FX-3"" оптич., беспров., 4кн.+скр., красно-черный (USB)";"912";"0000000000000";"490";"2";"1";"шт"
"Лазерный принтер Samsung ""ML-1860"" A4, 1200x1200dpi, черно-серый (USB2.0)";"913";"0000000000000";"2500";"2";"1";"шт"
"Модуль оперативной памяти 2ГБ DDR2 SDRAM Patriot ""PSD22G80026"" (PC6400, 800МГц, CL6)	1";"914";"0000000000000";"1400";"2";"1";"шт"
"Комплект клавиатура + мышь A4Tech ""Wireless Desktop Padless 9200F"", беспров., черный (USB)";"915";"0000000000000";"890";"2";"1";"шт"
"Кулер для процессора Socket775 Cooler Master ""DI5-9FDSL-P3-GP""";"916";"0000000000000";"250";"2";"1";"шт"
"Мат. плата Socket775 GIGABYTE ""GA-G41MT-S2PT"" (iG41, 2xDDR3, SATA II, ATA100, PCI-E, D-Sub, SB, 1Гби";"917";"0000000000000";"2990";"2";"1";"шт"
"Обслуживание оргтехники";"918";"0000000000000";"1700";"1";"1";"час"
"Точка доступа Wi-Fi D-Link ""DIR-320/NRU/B1A"" 150Мбит/сек. + маршрутизатор 4 порта LAN + 1 порт WAN 1";"920";"0000000000000";"1200";"2";"1";"шт"
"Точка доступа Wi-Fi D-Link ""DIR-615/E4B"" 300Мбит/сек. + маршрутизатор 4 порта LAN + 1 порт WAN 100Мб";"921";"0000000000000";"1650";"2";"1";"шт"
"Мобильный ПК Lenovo ""G565"" 59061153 (Turion II X2 P560-2.50ГГц, 3072МБ, 500ГБ, HD5470, DVD±RW, LAN,";"922";"0000000000000";"17800";"2";"1";"шт"
"Сумка для ноутбука Sumdex PON-301BK Single Compartment Computer Brief 15.6"" (нейлон/полиэстер, черны";"923";"0000000000000";"950";"2";"1";"шт"
"""Мышь"" Genius ""NetScroll 310"" оптич., 2кн.+скр., серебр.-черный, для ноутбука (USB)";"924";"0000000000000";"250";"2";"1";"шт"
"Акустическая система стерео Genius ""SP-S200"" 200Вт PMPO, черный";"925";"0000000000000";"490";"2";"1";"шт"
"Акустическая система стерео Sven ""SPS-607"" 2x3Вт, черный";"926";"0000000000000";"1403";"2";"1";"шт"
"Офисный пакет Microsoft ""Office Home and Student 2010 32bit/x64 Russian Russia DVD"", рус. (1DVD, box)";"927";"0000000000000";"3955";"1";"1";"шт"
"Картридж Boost""725"" (черный) ";"928";"0000000000000";"800";"2";"1";"шт"
"Внешний жесткий диск 640ГБ 2.5"" Silicon Power ""Armor A70"", ударостойкий, водостойкий, красный (USB2.";"929";"0000000000000";"3850";"2";"1";"шт"
"Гарнитура Sven ""AP-640"", с регулятором громкости";"930";"0000000000000";"450";"2";"1";"шт"
"Кабель HDMI Flextron ""Базовый"" CHH-BAS-3.0-01-P1, с позолоченными контактами (3.0м)";"931";"0000000000000";"140";"2";"1";"шт"
"Кабель USB2.0 соединительный USB A-microB Flextron ""CU2-AMUB-1.0-01-P1"", медь 28+24AWG, позолоченные";"932";"0000000000000";"95";"2";"1";"шт"
"Интернет-камера Microsoft ""LifeCam VX-800"" JSD-00004 с микрофоном (USB)";"933";"0000000000000";"670";"2";"1";"шт"
"Картридж Xerox ""106R01159"" для Phaser 3117/3122";"934";"0000000000000";"3730";"2";"1";"шт"
"Картридж HP Q7553A (черный) для LJ P2015";"935";"0000000000000";"3170";"2";"1";"шт"
"Картридж HP CE505A (черный) ";"936";"0000000000000";"790";"2";"1";"шт"
"Внешний жесткий диск 500ГБ 2.5"" A-DATA ""Classic CH11"" 5400об./мин., розовый (USB3.0)";"937";"0000000000000";"3250";"2";"1";"шт"
"Корпус Miditower Codegen ""3337-A2"", ATX, черно-серебр. (500Вт)	";"938";"0000000000000";"1550";"2";"1";"шт"
"Материнская плата SocketAM3+ MSI ""870S-C45 (FX)"" (AMD 870, 2xDDR3, SATA III, PCI-E, SB, 1Гбит LAN, U";"939";"0000000000000";"2490";"2";"1";"шт"
"Видеокарта PCI-E 1024МБ Palit ""GeForce GT 440"" (GeForce GT 440, DDR5, D-Sub, DVI, HDMI)";"940";"0000000000000";"2960";"2";"1";"шт"
"Видеокарта PCI-E 1024МБ Sapphire ""Radeon HD 6450"" 11190-02 (Radeon HD 6450, DDR3, D-Sub, DVI, HDMI)";"941";"0000000000000";"1550";"2";"1";"шт"
"Корпус Miditower Winard ""Benco 3010"", ATX, черный (450Вт)";"944";"0000000000000";"1890";"2";"1";"шт"
"Мобильный ПК ASUS ""X52F"" (Pentium DC P6200-2.13ГГц, 2048МБ, 320ГБ, GMAHD, DVD±RW, LAN, WiFi, WebCam,";"946";"0000000000000";"17860";"2";"1";"шт"
"Жесткий диск (HDD) 500ГБ Western Digital ""Caviar SE16 WD5000AAKS"" 7200об./мин., 16МБ (SATA II)	";"948";"0000000000000";"4070";"2";"1";"шт"
"Гарнитура Cosonic ""CD-890MV"" с регулятором громкости";"949";"0000000000000";"620";"2";"1";"шт"
"Удлинитель USB2.0 ""HC-U-8013"" (1.8м)";"950";"0000000000000";"50";"2";"1";"шт"
"Аксессуар для корпуса - Салазки в 3.5"" отсек для 2.5"" HDD Scythe ""Bay Rafter 2.5 Rev.B""";"951";"0000000000000";"190";"2";"1";"шт"
"Термопаста ""КПТ-8"" (тюбик, 125г)";"952";"0000000000000";"240";"2";"1";"шт"
"Продление антивируса Dr Web 1 пк 12мес";"953";"0000000000000";"690";"1";"1";"шт"
"Установка антивируса DrWeb Secure Suite Сервер 12мес";"954";"0000000000000";"6500";"1";"1";"шт"
"Материнская плата сокет intel 478 БУ";"955";"0000000000000";"2000";"1";"1";"шт"
"Модем DSL D-Link ""DSL-2600U/NRU/C4A"" ADSL2/2+ + маршрутизатор 4 порта 100Мбит/сек. + точка доступа";"956";"0000000000000";"1250";"2";"1";"шт"
"Карта памяти 16ГБ Transcend ""TS16GUSDHC4"" Micro SecureDigital Card HC Class4 + адаптер";"957";"0000000000000";"560";"2";"1";"шт"
"Мобильный персональный компьютер Dell ""Inspiron N5040"" 649168 (Pentium DC P6200-2.13ГГц, 2048МБ";"958";"0000000000000";"16300";"2";"1";"шт"
"Модуль оперативной памяти 2x4ГБ DDR3 SDRAM Corsair ""XMS3"" CMX8GX3M2A1600C9 (PC12800, 1600МГц, CL9)";"959";"0000000000000";"3780";"2";"1";"шт"
"1С Бухгалтерия бюджетного учреждения";"960";"0000000000000";"12000";"1";"1";"шт"
"1С Предприятие 8 Клиентская лицензия на 1  рабочее место";"961";"0000000000000";"6300";"1";"1";"шт"
"Диск DVD+R 4.7ГБ 16x TDK";"962";"0000000000000";"15";"2";"1";"шт"
"Кабель HDMI Flextron ""Базовый"" CHH-BAS-2.0-01-P1, медь 30AWG, позолоченные контакты (2.0м)";"963";"0000000000000";"190";"2";"1";"шт"
"Картридж HP Q2612A (черный) для LJ 1010/1012/1015/1022/3015/3020/3030";"964";"0000000000000";"2930";"2";"1";"шт"
"Тонер для HP LJ 1005/1006/1505 (фл. 1000г) Content";"965";"0000000000000";"720";"2";"1";"шт"
"Фотобарабан для HP LJ P1005/1006/1505 (Hanp)";"966";"0000000000000";"180";"2";"1";"шт"
"Коммутатор D-Link ""DES-1005A/B2A"" 5 портов 100Мбит/сек.";"967";"0000000000000";"580";"2";"1";"шт"
"Ноутбук Lenovo Idea Pad Z570A Grey (59314611) i5-2430/6G/750G/DVD-Smulti/15.6""HD/NV GT520M 1G/WiFi/B";"968";"0000000000000";"27335.04";"2";"1";"шт"
"1С Предприятие(Бухгалтерия) 8 сетевая версия на 5 рабочих мест. Upgrade с 7,7";"969";"0000000000000";"26000";"1";"1";"шт"
"Коммутатор D-Link ""DES-1005A/B2B"" 5 портов 100Мбит/сек.";"970";"0000000000000";"380";"2";"1";"шт"
"Сетевой адаптер Bluetooth Gembird, мини, черный (USB)";"971";"0000000000000";"250";"2";"1";"шт"
"Привод DVD±RW 24x8x16xDVD/40x32x40xCD Pioneer ""DVR-219LBK"", черный (SATA)";"973";"0000000000000";"950";"2";"1";"шт"
"Клавиатура Genius ""KB-M220"", 104+12кн., черный (USB)";"974";"0000000000000";"445";"2";"1";"шт"
"Коврик Nova ""Pro MiсrOptic+""";"975";"0000000000000";"223";"2";"1";"шт"
"Корпус Miditower IN-WIN ""EAR-018"", ATX, черно-серебр. (450Вт)";"976";"0000000000000";"2260";"2";"1";"шт"
"Кулер Ice Hammer IH-3476WV <SocketAM2/939/LGA775/1366!!!, AlCu, 20-28 dB>";"977";"0000000000000";"695";"2";"1";"шт"
"Материнская плата SocketAM3+ GIGABYTE ""GA-M68MT-S2"" rev.3.1 (GeForce 7025, 2xDDR3, SATA II-RAID, PCI";"978";"0000000000000";"1795";"2";"1";"шт"
"Модем Zyxel P660HN LITE EE Интернет-центр для подключения по ADSL2+ с точкой доступа Wi-Fi 802.11n 1";"979";"0000000000000";"2270";"2";"1";"шт"
"Модуль  памяти 4ГБ DDR3 SDRAM Kingston ""HyperX FURY""";"982";"0000000000000";"920";"2";"1";"шт"
"Бумага А4 Писчая Перо 55-60 г/м2, 250л	";"984";"0000000000000";"95";"2";"1";"шт"
"Картридж Canon ""CL-513"" (3 цвета) для PIXMA MP240/MP260/MP480 (13мл)";"985";"0000000000000";"950";"2";"1";"шт"
"Картридж Canon ""PG-512"" (черный) для PIXMA MP240/260/480 (15мл)";"986";"0000000000000";"850";"2";"1";"шт"
"Картридж HP C6656AE (черный) для DJ 5550/PhotoSmart 7150/7350";"987";"0000000000000";"770";"2";"1";"шт"
"Картридж HP C6657AE (трехцветный) для DJ 5550/PhotoSmart 100/7150/7350";"988";"0000000000000";"1350";"2";"1";"шт"
"Лицензия Крипто-про 4.0 бессрочная";"989";"0000000000000";"2900";"2";"1";"шт"
"Диск CD-R 700МБ 52x TDK 80min ""CD-R80PWWCBA50"" Printable, пласт.коробка, на шпинделе (50шт./уп.)";"990";"0000000000000";"10";"2";"1";"шт"
"Блок питания 430Вт Codegen ""QORi 300XA"" ATX 2.03 (20/24+4pin, вентилятор d80мм)";"991";"0000000000000";"750";"2";"1";"шт"
"Гарнитура Cosonic ""CD-891MV"", с микрофоном, с регулятором громкости";"992";"0000000000000";"610";"2";"1";"шт"
"Кулер для процессора Socket775 Cooler Master ""CI5-9HDSF-PL-GP""";"993";"0000000000000";"305";"2";"1";"шт"
"Накопитель USB flash 16ГБ Kingston ""DataTraveler 108"" DT108/16GB, серебр. (USB2.0)";"994";"0000000000000";"750";"2";"1";"шт"
"МФУ Canon ""i-SENSYS MF4410"" A4, лазерный, принтер + сканер + копир, ЖК, серо-черный (USB2.0)";"995";"0000000000000";"8700";"2";"1";"шт"
"Разработка и размещение сайта";"996";"0000000000000";"6000";"1";"1";"час"
"Скоросшиватель А4";"997";"0000000000000";"5";"1";"1";"шт"
"Регистратор А4 Prisma";"998";"0000000000000";"45.5";"1";"1";"шт"
"Чистящее средство для ЖК мониторов";"999";"0000000000000";"180";"1";"1";"шт"
"Дискеты TDK 1.4";"1000";"0000000000000";"10";"1";"1";"шт"
"Скобы №10";"1001";"0000000000000";"5.11";"1";"1";"шт"
"Установка 1С8.2 Зарплата и упр-е персоналом.Сетевая версия";"1002";"0000000000000";"18000";"1";"1";"шт"
"Установка 1С8.2 Бухгалтерия ГУ. Сетевая версия";"1003";"0000000000000";"12000";"1";"1";"шт"
"Установка 1С8.2 пред-я Клиентская лиц-я на 20 раб. мест";"1004";"0000000000000";"65000";"1";"1";"шт"
"Установка 1С8.2 пред-я Клиентская лиц-я на 1 раб. место";"1005";"0000000000000";"5200";"1";"1";"шт"
"Конфигурирование и администрирование 1С 8.2";"1006";"0000000000000";"1300";"1";"1";"час"
"Принтер Canon LBP-6000";"1007";"0000000000000";"3900";"1";"1";"шт"
"Процессор Intel ""Core 2 Duo E7500"" (2.93ГГц, 3МБ, 1066МГц, EM64T) Socket775";"1008";"0000000000000";"4210";"2";"1";"шт"
"Кулер для процессора Socket 775 /115x Cooler Master ""CP 6-9GDSCOL-GP"" медный сердечник";"1010";"0000000000000";"450";"2";"1";"шт"
"Точка доступа Wi-Fi D-Link ""DIR-620/RU"" 300Мбит/сек. + маршрутизатор 4 порта LAN + 1 порт WAN 100Мби";"1011";"0000000000000";"1550";"2";"1";"шт"
"Картридж Canon ""PG-38"" (цветной) для PIXMA iP2500";"1012";"0000000000000";"750";"1";"1";"шт"
"Комплект картриджей Epson ""664"" (4 цвета)";"1013";"0000000000000";"690";"2";"1";"шт"
"Картридж Epson ""T1281"" C13T12814011 (черный) для Stylus S22/SX125/SX130/SX230/SX235WSX420W/SX425W/SX";"1014";"0000000000000";"440";"2";"1";"шт"
"антивирус Server Security Suite";"1015";"0000000000000";"6500";"1";"1";"шт"
"Картридж Canon ""PG-37"" (черный) для PIXMA iP1800/2500";"1018";"0000000000000";"590";"2";"1";"шт"
"Фильтр электропитания на 6 розеток ""Гарнизон EHB-10"", черный (3.0м)";"1019";"0000000000000";"350";"2";"1";"шт"
"Карта памяти 16ГБ Kingston ""SDC4/16GB"" Micro SecureDigital Card HC Class4 + адаптер";"1020";"0000000000000";"580";"2";"1";"шт"
"Карта памяти 4ГБ Kingston ""SDC4/4GBSP"" Micro SecureDigital Card HC Class4";"1021";"0000000000000";"230";"2";"1";"шт"
"Карта памяти 8ГБ Transcend ""TS8GUSDHC6"" Micro SecureDigital Card HC Class 6 + адаптер";"1022";"0000000000000";"320";"2";"1";"шт"
"Ноутбук Lenovo Idea Pad V570c (59319589) B960/4G/500G/DVD-SMulti/15.6""HD/NV GT410M 1G/Wi-Fi/BT/cam/D";"1023";"0000000000000";"21000";"2";"1";"шт"
